text,offensive
Impopular tu ja e Mordomo Cortar na propria carne nao e bem isso mesmo porque nao e tua carne,0
Seria mais interessante ela visitar os hospitais do sus,0
e com o a nus faz outra coisa,1
Os netos que devem ter vergonha dele,0
Queria ver ela indo pro Paraguai tomar outro calote kkkkkkkkkkkk,0
SEMPRE OS MESMOS NAO BASTOU AFUNDAREM O BRASIL E QUEREM MAIS,0
Credo a Globo esta instigando a violencia,0
Aonde a vaca vai o boi vai atrasTa apaixonado,1
A BARATA CASCUDA VIAJOU DE PRIMEIRA CLASSE COM NOSSO DINHEIRO ,1
Quantas horas de vassoura de Porto Alegre ate Montevideo,1
outro asno que nao sabe nada esse artur,1
Quem tem motivos pra fugir sao aqueles que aparecem constantemente nas listas da lava jato,0
A progenitora dessa fezes esqueceu de dar descarga quando largou dentro do sanitario Obs ela nao usa calcinha,1
Depois que a Russia montar uma base na Venezuela o problema vai passar para eles,0
P I R A N H A,1
Coisas de gentinha estao sempre fedendo a mortadela podre e nao tomam banho,1
Marcio Oliveira o governo devia acabar com privilegios do STF   Congresso camara dos deputados do CNJ ou seja do judiciario em geral e principalmente dos autos escalao do governo isso seria uma boa medida tira das costas do trabalhador e uma imoralidade ,0
Vamos cortar os gastos publicos Vamos cortar todos os funcionarios de confianca indicados por politicos Vamos cortar todos os funcionarios de alto escalao indicados pelo governo sem concurso publicos e sem capacitacao tecnica adequada Vamos cortar a quantidade de politicos,0
Vai retocar a maquiagem tricolete O frufru nao come ninguem ele e comido ,1
NAO E POSSIVEL QUE ESSE CARA VA CONTINUAR NO COMANDO  DO TIME EM   ,0
Bianca Essas Ronaldetes me dao nojo raca nojenta,1
rindo da sua cara com  de desconto na aposentadoria e o seu troco por apoiar golpista ahahahah,0
Nem Messi nem Cristiano vao dormir hoje preocupados com o que vcs acham deles Tontos,0
O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  ,0
Isso e comum com times pequenos,0
Entupiu de gols as redes do Cocoxa o mais rebaixado CoritiBIBAS CoritiBICHASCocouto   Porqueira,1
burro,1
no fim tudo dara certo  Rumo a gloria,0
esse da  Re do Quiibii kkkkk,1
Corrupcao e mais corrupcao Em todas as areas no Brasil Sabe o que acontece com corruptos NADA,0
Tabarez digame com quem andas e te direi quem es,0
Denuncias nao enche barriga precisa fazer valer,0
Sera que foi sabotagem,0
E muito bom ver mortadelas desesperadasnervosas nos comentarios alheioskkkkkkk,1
OS LARAPIOS ESTAO SE REAGRUPANDO TEM QUE PRENDER LOGO OS CHEFES NAO SEI PORQUE A DEMORA,1
O Uruguai mais uma vez ira receber a escoria do Brasil,0
o teucuquente porem continua dando adoidado,1
MICHELLE temmer SAFADAO TRAIRA,1
A GAROTADA RUBRO NEGRA MANDOU LEMBRANCA DE DENTRO DA SUA CASA KKKKKKKKKKK,0
ele nao e presidente  e golpista,0
Esta enganado ,0
Velho babao para de falar asneiras na nossa pagina,1
Bernardo Cabas   Os deputados federais ja estao se movimentando para anistiarem o caixa dois que existe ate os dias de hoje So querem condenacoes daqui por diante Estao quebrando a espinha dorsal da lava a jato que e a delacao premiada,0
o cara e bom joga muito,0
E preciso reduzir e muito O custo Brasilia   Reducao de privilegiosreducao numero de deputados e senadoresreduzir numero de instancias recursais no judiciario    ,0
Essa velha deve ter grana la O pedecana ganhou casa la de um empresario do RGS,1
Ela poderia visitar tambem algumas escolas onde criancas estudam com os pes na lama com goteiras e muitas vezes com merenda estragada ou ate mesmo sem merenda alguns tendo que andar quilometros a pe ou dentro de caminhoes Isso eu gostaria que gente ligada  a direitos humanos tivesse a decencia de fazer mas nao eles gostam de visitar presidios e defender as pobres vitimas da sociedade As criancas de pes descalcos nao sao vitimas dessa sociedade porca,0
Muita denuncia e pouca acao ,0
Se os Uruguaios for na conversa dela vai acabar de falir tambem,0
VAMOS MASSA ATLETICANA LOTAR O MINEIRAO E APOIA O PRATTO,0
Galera do PSOL e comunistas em geral apertem o vermelho mesmo,0
Ta louca Davi To afim de fazer nada na tua mao nao,0
O que esta OPOSICAO esta conseguindo e atrair para si e para os proximos e o odio dos eleitores ,0
Voce e um doente,1
Triste ve Vizeu no banco enquanto esse bosta do Lerdeiro titular Os numeros nao mentem sem ele o Flamengo e Mengao com ele menguinho,1
Sera que o MAV consegue ler e falar paralelepipedo,0
O Brasil tem  milhoes de km meu A propagacao da FM nao passa de  km,0
nao importa de qual partido e a bandidagem e sistemica Enquanto ficarmos discutindo pardidarismo e comporativismo o combate a corrupcao sempre sera velado Forro privilegiado em pais com alto nivel de corrupcao e uma afronta a etica e a moral,0
maria vai lavar uma louca que voce ganha mais ,1
Deviam perguntar a ele sobre os cartoes corporativos  que em  meses gastaram  milhoes muitos mais do que o outro governo em  meses  deveriam zeras estes cartoes ,0
Viva a lava jato que venha as delacoes politicos corruptos cana ,0
Inveja de uma bosta dessa que vai voltar pro lugar dele segundona,1
Prefere usar o Damiao do que o Vizeu Sem comentarios,0
Preparem se esse  PEC  for aprovado  o Brasil sera uma  nova Etiopia ,0
enfia o kit no teu cut,1
Parabens Dra Carmen  ao menos a Sra foi la diferente de outros que nem sabe que aquilo existe  sabem que sao marginais mas nao podemos nos igualar com eles     ,0
Roberto o inteligente o mafioso Skaf pergunta Quem  vai pagar o pato,0
esses  energumenos  serao expurgados na proxima eleicao ,1
Aquela bocarra falando e cuspindo sem contar com um mau halito fetido Nojo,1
coloco vc otario ou su amae,1
STJDacorda essa pagina e rubro negraseu viceADO,0
Luis e mais um que o encantador de burros pegou,1
La vem mais um afeminado Peta invadir comentario alheio Uiiiiiiii nojentaaaa,1
ATENCAO NOVA DIRETORIA QUEREMOS UM TIME COMPETITIVO EM   ,0
Vai ser dificil a minha ha anos esta no ceu a sua ta na zona,1
Esses fans e torcedores do CR e Real Madrid sao uma piada Raca nojenta ,0
com Anelkocando ate hj Maria Ele nao e argentino nao viu Todos sabem q as Marias se borram pros argentinos,0
TA animadinho porque rapaz APOSENTADORIA DESCONTADA EM  VAI PEGAR SEU VOVO TAMBEM AHAHAHAH,0
Porque nao morre desgraca,1
kkkkkkkkkkkkkkkkkkkkkkk faz me rir,0
kkkkkkkk falida igual seu comentario idiota,1
 titulos sendo que uns  Trofeus Joan Gamper que e um amistoso Bela galeria,0
tu isso tu aquilo o gauchada boiola kkkk,1
Esses atos uruguaios com a presenca dela e  importante tanto quanto o preco da banana em Monaco,0
Concordo  por cento,0
O unico argumento que esse bosta tenta ter e de freguesiaai eu falo que freguesia kkkkkkkkkk os constantes rebaixamentos deixaram esses torcedores do vasquinho debiloides kkkkkkkkkkkkkkk,1
MULAMBOS  SETEM O CHEIRINHO DE HEPICANUNCUKKKKKKKKKK,1
Cruz credo dessa bosta,1
Ricardo a sua desculpinha e de va  ga  bun  do Uma coisa nao anula a outra,1
To ligado Por isso os gastos dos cartoes corporativos e a utilizacao dos avioes da FAB  subiram esse corta na carne mesmo ,0
O FMI ja afirmou que entre  paises  incluindo potencias economicas  as medidas adotadas no Brasil sao as DURAS e INFLEXIVEIS Alguem ja leu quem defende e quem e contra ISSO E UM ASSUNTO MUITO SERIO E QUE VAI MEXER COM A VIDA DE TODOS,0
Libera rapido antes que os turcos desistam,0
Demorou so digo isso ,0
Ficou mal ela ser recebida pelo presidente do Uruguai Fora de padrao,0
So conversa mole desde que golpeou o poder nao e Temer,0
E a direita quer o monopolio do cinismo fingindo que sao probos quando sao tao ou mais ladroes,1
Pq eles precisam trabalhar ,0
Esse foi apenas mais uma fraude Certamente deve ter outros tantos que fraudam e ninguem nunca sabera Alias esse pais historicamente ja e uma grande fraude,0
Enfim uma iniciativa com vistas no futuro e nao so na proxima eleicao,0
Dorzinha de cotovelo e coisa de florzinha einMimimimi ,1
Prefiro ver o Lula morto,1
Fundo do poco mesmo,0
 SERA POLICIA FEZ PERICIA NO CARRO  ESTRANHO NE ,0
Bom jogador Daria um bom reserva para o Fernandinho no Fla,0
Continuam espalhando as mesmas mentiras de sempre,0
mais um sem mundial bi da b lesma verde  kkkkk,1
Digam o que quiser mas da Copinha e da OPG so a arbitragem sao promessas para  KKKK SV,0
E foi defenestrada pelo mesmo povo que nao aceita insulto ,0
Teve uma hora e nao conseguiu a resposta Claro ela nao existe,0
estragando a paisagem,1
Alem de traira hilariona propria carne  KKKKKkkkkkkk,0
FARRA DO BOI  LOGO LOGO VAI TER MAIS UM PEDINDO ANISTIASABE QUEM E NE  FAZ ME RIR,0
Tudo o que defendo aqui e o imperio das leis e TODOS e note que sempre grifo o todos paguem pelos seus mal feitos O que nao tolero e a hipocrisia e as mentiras descabidas da esquerda incluo o PSDB que para mim e muito a esquerda E entendo intolerante esses esquerda lha defendendo os bandidos de estimacao mas atacando os outros que sao pequenas causas Hipocrisia aqui nao,0
ELA DESFILARA SUA ELEGANCIA BELEZAPELAS RUAS E AVENIDAS DO BRASILNAO SE PREOCUPEM,0
estao melando as calcinhas as tricoflorzinhas,1
Nao vejo  ir visitar hospitais com criancas idosos e trabalhadores nas linhas finas,0
Unico que compre ena no Brasil sao os pobres Seus bando de hipocritas hipocritas e hipocritas,0
Sempre digo que mulher feia costuma dar problemaNao ha quase excecao algumaTem umas que quando chegam a Presidencia da Republica dao tanto problema que vc nao acredita,1
Verdade mas a maioria so olha pra tabela Entendem nada de futebol,0
time de um gol so muiuta sorte,0
